Date	Time	Severity	Direction	Truck	Postmile
20070816	0730	Complaint of Pain	N	TRUE	19.96
20070815	2320	Property Damage	N	TRUE	9.305
20070815	2225	Visible Injury	N	FALSE	16.19
20070815	1705	Property Damage	N	FALSE	19.946
20070815	1525	Complaint of Pain	S	FALSE	21.64
20070815	1145	Property Damage	N	TRUE	22.31
20070815	1045	Property Damage	N	TRUE	26.36
20070815	0817	Property Damage	S	FALSE	9.08
20070814	1752	Property Damage	N	FALSE	18.316
20070814	1727	Property Damage	N	FALSE	24.71
20070814	1600	Property Damage	S	TRUE	24.16
20070814	1405	Complaint of Pain	N	TRUE	19.57
20070814	0705	Visible Injury	S	FALSE	26.13
20070813	1247	Property Damage	N	FALSE	18.93
20070813	1015	Property Damage	S	FALSE	15.892
20070813	0950	Property Damage	S	TRUE	13.57
20070813	0800	Property Damage	N	FALSE	13.082
20070813	0640	Property Damage	N	FALSE	22.24
20070813	0453	Fatal	N	FALSE	17.2
20070813	0220	Property Damage	S	FALSE	19.567
20070813	0115	Visible Injury	N	FALSE	9.71
20070812	2045	Property Damage	N	FALSE	19.881
20070812	1720	Complaint of Pain	N	FALSE	13.56
20070812	1655	Property Damage	N	FALSE	11.61
20070812	1645	Visible Injury	S	FALSE	19.81
20070812	1500	Property Damage	S	TRUE	22.11
20070812	0320	Property Damage	N	FALSE	26.44
20070812	0100	Complaint of Pain	S	FALSE	23.72
20070811	1849	Property Damage	N	FALSE	26.25
20070811	1635	Visible Injury	S	FALSE	14.74
20070811	1220	Property Damage	N	FALSE	23.17
20070811	0845	Property Damage	S	TRUE	6
20070810	1550	Property Damage	S	TRUE	13.86
20070810	1430	Property Damage	N	FALSE	14.95
20070810	1345	Property Damage	S	FALSE	14.49
20070810	1305	Property Damage	N	FALSE	11.99
20070810	1030	Property Damage	S	TRUE	23.86
20070810	0800	Property Damage	S	FALSE	16.4
20070810	0720	Complaint of Pain	N	FALSE	13.811
20070810	0530	Visible Injury	N	TRUE	12.82
20070809	2330	Property Damage	S	FALSE	15.98
20070809	1815	Property Damage	S	FALSE	23.76
20070809	1740	Property Damage	S	FALSE	24.23
20070809	1735	Property Damage	N	TRUE	19.65
20070809	1640	Property Damage	S	FALSE	23.48
20070809	1015	Complaint of Pain	N	FALSE	19.81
20070809	0810	Property Damage	S	TRUE	25.185
20070809	0725	Property Damage	S	FALSE	15.199
20070808	1735	Property Damage	N	FALSE	6.96
20070808	1615	Property Damage	N	FALSE	14.98
20070808	1310	Complaint of Pain	S	TRUE	13.49
20070808	1150	Property Damage	S	TRUE	7.49
20070807	2145	Complaint of Pain	N	FALSE	10.75
20070807	2125	Property Damage	N	FALSE	22.4
20070807	1830	Property Damage	S	TRUE	9.42
20070807	1745	Property Damage	S	FALSE	22.54
20070807	1630	Property Damage	N	FALSE	13.811
20070807	1555	Property Damage	S	FALSE	16.21
20070807	1515	Property Damage	N	TRUE	11.87
20070807	1402	Property Damage	N	TRUE	19.32
20070807	1400	Property Damage	N	TRUE	19.42
20070807	1230	Complaint of Pain	N	TRUE	16.862
20070807	0930	Property Damage	S	TRUE	18.52
20070807	0730	Complaint of Pain	S	FALSE	6.78
20070806	1650	Property Damage	S	FALSE	8.89
20070805	2320	Property Damage	N	FALSE	18.44
20070805	2200	Property Damage	S	FALSE	19.64
20070805	0715	Visible Injury	S	FALSE	7.014
20070804	2030	Visible Injury	N	FALSE	21.04
20070804	0945	Visible Injury	S	FALSE	12.03
20070804	0750	Complaint of Pain	S	FALSE	23.27
20070803	2130	Visible Injury	S	FALSE	9.73
20070803	1555	Complaint of Pain	S	FALSE	24.2
20070803	1415	Property Damage	N	TRUE	16.88
20070803	0808	Property Damage	S	TRUE	14.02
20070803	0600	Property Damage	N	TRUE	21.808
20070802	1815	Complaint of Pain	N	FALSE	17.52
20070802	1600	Visible Injury	N	FALSE	12.02
20070802	1200	Property Damage	S	TRUE	5.199
20070802	1159	Visible Injury	N	TRUE	22.91
20070802	0940	Property Damage	N	FALSE	17.01
20070802	0700	Complaint of Pain	S	FALSE	13.07
20070801	2345	Property Damage	S	FALSE	24.49
20070801	1805	Property Damage	N	FALSE	9.53
20070801	1730	Property Damage	S	FALSE	23.76
20070801	1550	Property Damage	S	FALSE	24.49
20070801	0045	Property Damage	S	TRUE	9.624
20070731	1810	Property Damage	S	FALSE	21
20070731	1520	Property Damage	N	FALSE	14.82
20070731	0521	Complaint of Pain	S	FALSE	8.07
20070731	0520	Property Damage	S	FALSE	8.06
20070730	2140	Property Damage	N	FALSE	17.193
20070730	1835	Property Damage	N	FALSE	24.73
20070730	1420	Complaint of Pain	N	FALSE	9.05
20070730	1041	Property Damage	N	FALSE	12.78
20070730	0943	Complaint of Pain	S	FALSE	19.38
20070730	0827	Visible Injury	S	FALSE	18.73
20070730	0330	Property Damage	S	FALSE	17.05
20070730	0100	Property Damage	N	FALSE	15.441
20070729	1527	Property Damage	S	FALSE	18.314
20070729	0825	Visible Injury	S	FALSE	12.871
20070729	0335	Severe Injury	S	FALSE	17.21
20070728	1850	Complaint of Pain	N	TRUE	20.28
20070728	1000	Property Damage	N	TRUE	21.22
20070728	0850	Property Damage	N	FALSE	10.74
20070727	1710	Property Damage	N	FALSE	10.687
20070727	1635	Severe Injury	S	FALSE	23.43
20070727	1200	Complaint of Pain	S	FALSE	12.69
20070727	1040	Visible Injury	S	FALSE	9.68
20070727	0948	Property Damage	N	FALSE	22.36
20070726	1820	Property Damage	S	FALSE	20.17
20070726	1805	Complaint of Pain	S	FALSE	17.054
20070726	1600	Property Damage	S	FALSE	24.87
20070726	1518	Complaint of Pain	N	FALSE	13.082
20070726	1446	Visible Injury	N	FALSE	24.35
20070726	1420	Property Damage	S	TRUE	13.61
20070726	1220	Property Damage	S	FALSE	19.892
20070726	1159	Property Damage	N	FALSE	19.83
20070726	0850	Property Damage	N	FALSE	17.32
20070726	0830	Property Damage	S	FALSE	26.44
20070726	0750	Property Damage	S	TRUE	9.08
20070725	2245	Property Damage	S	FALSE	26.65
20070725	1600	Complaint of Pain	S	FALSE	22.32
20070725	1420	Property Damage	S	FALSE	21.1
20070725	1150	Complaint of Pain	N	TRUE	12.49
20070725	0945	Property Damage	S	TRUE	18.16
20070725	0810	Property Damage	S	FALSE	9.61
20070725	0810	Property Damage	S	FALSE	15.98
20070725	0700	Property Damage	N	TRUE	17.14
20070725	0330	Property Damage	S	FALSE	23.85
20070724	2010	Property Damage	N	FALSE	6.51
20070724	1720	Property Damage	N	FALSE	15.88
20070724	1315	Property Damage	S	TRUE	12.8
20070724	1255	Visible Injury	S	TRUE	10.67
20070724	0520	Property Damage	S	FALSE	9.73
20070723	1940	Complaint of Pain	S	FALSE	23.91
20070723	1650	Complaint of Pain	S	FALSE	24.51
20070723	1507	Property Damage	S	FALSE	23.134
20070723	1250	Property Damage	S	TRUE	15.07
20070723	0805	Complaint of Pain	S	FALSE	16.2
20070723	0500	Property Damage	S	FALSE	18.663
20070722	2335	Visible Injury	S	FALSE	9.73
20070722	2335	Property Damage	N	FALSE	27.387
20070722	1630	Property Damage	N	FALSE	15.899
20070722	1538	Property Damage	N	FALSE	16.97
20070721	1205	Property Damage	S	TRUE	24.36
20070721	1150	Property Damage	S	FALSE	23.75
20070721	1055	Property Damage	S	FALSE	21.11
20070721	0850	Property Damage	N	TRUE	16.91
20070720	1850	Property Damage	N	FALSE	7.98
20070720	1445	Property Damage	N	FALSE	7.83
20070720	1230	Complaint of Pain	S	FALSE	15.437
20070720	1115	Property Damage	N	TRUE	6.835
20070720	0800	Property Damage	N	FALSE	22.43
20070720	0515	Property Damage	S	TRUE	22.063
20070719	1444	Property Damage	S	TRUE	19.69
20070719	1155	Property Damage	N	TRUE	7.08
20070719	0935	Property Damage	S	FALSE	26.55
20070718	1950	Property Damage	S	TRUE	6.475
20070718	1840	Property Damage	N	FALSE	19.29
20070718	1805	Property Damage	N	FALSE	20.37
20070718	1725	Property Damage	N	TRUE	9.47
20070718	1650	Complaint of Pain	N	FALSE	24.816
20070718	1645	Property Damage	N	FALSE	10.85
20070718	1350	Property Damage	S	TRUE	13.06
20070718	0725	Property Damage	S	FALSE	14.94
20070718	0638	Complaint of Pain	S	FALSE	14.25
20070718	0605	Visible Injury	N	TRUE	18.74
20070718	0245	Property Damage	N	TRUE	18.53
20070717	2345	Complaint of Pain	S	FALSE	9.5
20070717	1630	Complaint of Pain	S	FALSE	22.35
20070717	1540	Property Damage	S	FALSE	23.73
20070717	1337	Property Damage	N	TRUE	9.306
20070717	0155	Complaint of Pain	N	FALSE	25.4
20070716	1500	Property Damage	S	FALSE	20.29
20070716	1435	Property Damage	S	FALSE	7.18
20070716	1430	Property Damage	S	TRUE	7.18
20070716	1410	Property Damage	N	TRUE	7.05
20070716	0958	Property Damage	N	TRUE	17.43
20070716	0110	Visible Injury	S	FALSE	9.52
20070715	2130	Property Damage	S	FALSE	13.52
20070715	1720	Property Damage	S	FALSE	7.825
20070715	1515	Complaint of Pain	S	FALSE	6.8
20070715	1420	Property Damage	N	FALSE	12.02
20070715	1030	Property Damage	N	FALSE	10.86
20070714	2025	Property Damage	N	FALSE	17.77
20070713	1820	Property Damage	S	FALSE	23.89
20070713	1650	Complaint of Pain	N	FALSE	18.41
20070713	1500	Property Damage	S	FALSE	24.96
20070713	1455	Property Damage	S	FALSE	23.87
20070713	1240	Property Damage	N	TRUE	17.01
20070713	1130	Property Damage	N	TRUE	10.05
20070713	1000	Property Damage	S	TRUE	6.78
20070713	0930	Property Damage	S	TRUE	13.06
20070713	0735	Property Damage	S	FALSE	19.87
20070713	0630	Property Damage	N	TRUE	22.21
20070712	2215	Visible Injury	S	FALSE	25.185
20070712	1340	Property Damage	S	TRUE	10.62
20070712	1330	Complaint of Pain	S	FALSE	6.79
20070711	1610	Property Damage	S	FALSE	20.29
20070711	1530	Property Damage	S	FALSE	20.97
20070711	0800	Property Damage	N	TRUE	25.42
20070711	0600	Property Damage	N	FALSE	7.08
20070710	1830	Property Damage	S	FALSE	24.41
20070710	1815	Property Damage	S	FALSE	21.04
20070710	0802	Property Damage	S	FALSE	13.115
20070710	0750	Property Damage	N	FALSE	26.32
20070710	0341	Complaint of Pain	N	FALSE	15.29
20070709	1930	Property Damage	S	FALSE	12.61
20070709	1630	Property Damage	S	FALSE	10.51
20070709	1615	Property Damage	N	FALSE	6.773
20070709	1415	Visible Injury	S	FALSE	8.94
20070709	1215	Property Damage	N	TRUE	23.134
20070709	0950	Property Damage	N	TRUE	15.18
20070709	0945	Complaint of Pain	N	TRUE	21.808
20070709	0555	Property Damage	S	TRUE	9.624
20070708	2340	Property Damage	S	FALSE	14.691
20070708	1510	Property Damage	N	FALSE	23.134
20070708	1304	Property Damage	S	FALSE	9.75
20070708	1000	Property Damage	N	FALSE	16.863
20070708	0430	Property Damage	S	FALSE	24.48
20070707	1740	Complaint of Pain	N	FALSE	23.1
20070707	1025	Complaint of Pain	S	FALSE	23.58
20070707	0037	Complaint of Pain	N	FALSE	24.56
20070706	1935	Complaint of Pain	S	FALSE	16.004
20070706	1730	Property Damage	N	FALSE	10.74
20070706	1435	Property Damage	S	FALSE	26.445
20070706	1330	Property Damage	S	FALSE	24.71
20070706	1311	Property Damage	N	TRUE	5.88
20070706	1240	Property Damage	S	FALSE	9.98
20070706	0915	Property Damage	S	TRUE	10.94
20070706	0830	Property Damage	S	FALSE	12.69
20070706	0825	Property Damage	S	TRUE	12.59
20070705	2015	Property Damage	S	FALSE	21.89
20070705	1915	Property Damage	S	FALSE	18.663
20070705	1710	Property Damage	N	FALSE	26.31
20070705	1130	Complaint of Pain	N	FALSE	9.305
20070705	0900	Complaint of Pain	N	TRUE	17.65
20070704	2205	Property Damage	S	TRUE	20.03
20070704	1521	Complaint of Pain	N	FALSE	9.51
20070704	1520	Property Damage	N	FALSE	9.51
20070704	1325	Visible Injury	N	FALSE	18.72
20070704	0430	Property Damage	S	FALSE	19.82
20070704	0245	Property Damage	N	FALSE	23.41
20070703	2045	Property Damage	S	FALSE	18.5
20070703	1930	Property Damage	N	FALSE	12.135
20070703	1800	Property Damage	N	FALSE	24.816
20070703	1414	Property Damage	N	FALSE	19.62
20070703	1345	Property Damage	S	FALSE	20.98
20070703	1345	Property Damage	S	TRUE	21.9
20070703	1145	Property Damage	N	TRUE	21.88
20070703	0720	Complaint of Pain	S	FALSE	18.19
20070703	0225	Visible Injury	S	FALSE	9.76
20070702	2025	Complaint of Pain	S	FALSE	17.47
20070702	1830	Property Damage	N	FALSE	23.134
20070702	1620	Property Damage	N	FALSE	16.91
20070702	1613	Property Damage	N	TRUE	25.29
20070702	1150	Visible Injury	N	FALSE	17.113
20070702	0640	Complaint of Pain	S	FALSE	6.84
20070701	1818	Complaint of Pain	S	FALSE	18.314
20070701	0220	Visible Injury	N	FALSE	10.72
20070630	2150	Visible Injury	S	FALSE	9.71
20070630	1510	Severe Injury	S	FALSE	13.71
20070630	0235	Visible Injury	N	FALSE	12.88
20070629	2321	Property Damage	S	FALSE	23.82
20070629	2318	Property Damage	S	FALSE	23.82
20070629	1800	Visible Injury	S	FALSE	24.19
20070629	1510	Property Damage	S	FALSE	20.94
20070629	1415	Property Damage	S	TRUE	10.81
20070629	1350	Property Damage	N	TRUE	22.39
20070629	1255	Property Damage	S	FALSE	10.05
20070629	0830	Property Damage	S	FALSE	12.98
20070629	0800	Complaint of Pain	S	FALSE	10.17
20070629	0745	Property Damage	S	FALSE	13.07
20070629	0650	Property Damage	N	FALSE	23.17
20070629	0100	Property Damage	S	FALSE	10.94
20070628	0940	Property Damage	N	FALSE	21.77
20070627	2010	Property Damage	S	FALSE	13.06
20070627	1720	Property Damage	S	TRUE	21.01
20070627	1603	Property Damage	S	FALSE	23.8
20070627	1600	Property Damage	N	FALSE	13.89
20070627	1225	Complaint of Pain	S	FALSE	10.66
20070627	1110	Property Damage	N	TRUE	6.87
20070627	1040	Complaint of Pain	N	TRUE	26.34
20070627	0610	Visible Injury	N	FALSE	15.58
20070626	2020	Property Damage	S	FALSE	10.72
20070626	1855	Property Damage	S	FALSE	16.21
20070626	1840	Property Damage	N	FALSE	18.316
20070626	1520	Property Damage	S	TRUE	12.11
20070626	1445	Property Damage	N	FALSE	19.62
20070626	0655	Visible Injury	N	FALSE	17.5
20070625	1609	Property Damage	S	FALSE	8.055
20070625	1030	Visible Injury	S	TRUE	19.4
20070625	1012	Fatal	S	FALSE	10.3
20070625	0956	Complaint of Pain	S	TRUE	16.5
20070625	0910	Property Damage	S	FALSE	11.81
20070625	0830	Property Damage	S	TRUE	10.31
20070625	0800	Complaint of Pain	N	FALSE	17.3
20070625	0750	Property Damage	N	FALSE	21.64
20070625	0720	Property Damage	N	FALSE	19.32
20070625	0505	Property Damage	N	FALSE	26.3
20070624	0600	Property Damage	S	FALSE	6.331
20070624	0350	Visible Injury	S	FALSE	26.08
20070623	0755	Property Damage	S	FALSE	21.02
20070623	0005	Complaint of Pain	S	FALSE	24.48
20070622	1505	Property Damage	S	FALSE	23.8
20070622	0040	Property Damage	N	FALSE	6.835
20070621	2145	Property Damage	S	FALSE	21.07
20070621	1810	Property Damage	N	FALSE	23.1
20070621	1715	Property Damage	S	FALSE	9.42
20070621	1530	Property Damage	N	TRUE	22.16
20070621	1445	Property Damage	S	FALSE	7.88
20070621	1400	Property Damage	N	FALSE	21.17
20070621	0800	Property Damage	N	FALSE	6.52
20070621	0640	Complaint of Pain	S	FALSE	15.36
20070620	1810	Property Damage	N	FALSE	24.123
20070620	1750	Property Damage	N	TRUE	18.35
20070620	1725	Property Damage	N	FALSE	18.36
20070620	1645	Property Damage	S	FALSE	8.055
20070620	0915	Property Damage	S	FALSE	10.64
20070620	0837	Property Damage	N	FALSE	19.53
20070619	1825	Property Damage	S	TRUE	9.17
20070619	0850	Property Damage	N	TRUE	15.9
20070619	0710	Property Damage	N	TRUE	26.34
20070618	1816	Property Damage	N	FALSE	24.94
20070618	1330	Complaint of Pain	S	FALSE	9.08
20070618	1005	Property Damage	N	FALSE	15.899
20070618	0745	Property Damage	S	FALSE	18.42
20070618	0640	Complaint of Pain	N	FALSE	12.21
20070617	2330	Complaint of Pain	S	FALSE	7.99
20070617	2150	Property Damage	S	FALSE	20.31
20070617	2025	Property Damage	S	FALSE	6.68
20070617	1805	Property Damage	N	FALSE	6.58
20070617	1355	Visible Injury	S	FALSE	14.06
20070617	0553	Complaint of Pain	S	FALSE	7.55
20070616	2210	Property Damage	N	FALSE	9.05
20070616	1945	Visible Injury	S	FALSE	20.023
20070616	1940	Property Damage	N	FALSE	23.134
20070616	1540	Property Damage	S	TRUE	13.339
20070616	1500	Property Damage	N	FALSE	21.09
20070616	1250	Property Damage	N	FALSE	20.18
20070615	2357	Property Damage	S	TRUE	19.44
20070615	2300	Property Damage	N	FALSE	6.29
20070615	2235	Property Damage	N	FALSE	23.134
20070615	2035	Property Damage	S	TRUE	6.38
20070615	1825	Property Damage	S	FALSE	7.82
20070615	1450	Complaint of Pain	N	TRUE	22.06
20070615	1115	Visible Injury	S	FALSE	26.72
20070615	0845	Complaint of Pain	N	FALSE	22.36
20070615	0530	Property Damage	N	FALSE	23.1
20070615	0240	Severe Injury	S	FALSE	6.94
20070614	2307	Fatal	N	FALSE	16.862
20070614	1640	Complaint of Pain	S	FALSE	20.57
20070614	1510	Property Damage	S	FALSE	20.26
20070614	1445	Property Damage	S	FALSE	23.4
20070614	0930	Property Damage	N	FALSE	19.34
20070614	0330	Visible Injury	S	FALSE	15.199
20070613	1201	Property Damage	S	TRUE	12.79
20070613	1000	Property Damage	S	TRUE	22.583
20070613	0740	Property Damage	N	FALSE	21.84
20070613	0730	Property Damage	S	FALSE	18.53
20070613	0018	Complaint of Pain	N	FALSE	23.2
20070612	2347	Property Damage	N	FALSE	23.28
20070612	1700	Property Damage	N	FALSE	12.88
20070612	1310	Property Damage	N	FALSE	19.621
20070612	1215	Property Damage	S	TRUE	12.01
20070612	1105	Property Damage	S	TRUE	13.73
20070612	1010	Property Damage	S	TRUE	12.99
20070612	0815	Property Damage	N	FALSE	23.01
20070612	0815	Property Damage	S	FALSE	13.6
20070612	0350	Property Damage	N	FALSE	8.98
20070611	2005	Property Damage	N	TRUE	17.33
20070611	1835	Property Damage	N	FALSE	17.33
20070611	1440	Complaint of Pain	S	TRUE	23.99
20070611	1430	Complaint of Pain	S	TRUE	9.1
20070611	1415	Complaint of Pain	S	FALSE	9.07
20070611	1000	Property Damage	S	TRUE	9.625
20070610	1355	Property Damage	N	TRUE	17.47
20070610	0200	Property Damage	N	FALSE	27.387
20070609	2350	Property Damage	S	FALSE	8.055
20070609	2330	Property Damage	N	FALSE	6.959
20070609	2310	Property Damage	S	FALSE	22.56
20070609	1445	Complaint of Pain	S	FALSE	19.39
20070609	1220	Property Damage	N	FALSE	23.47
20070609	0925	Visible Injury	N	FALSE	14.97
20070609	0300	Visible Injury	N	FALSE	12.79
20070608	1715	Property Damage	N	FALSE	19.621
20070608	1710	Property Damage	S	FALSE	13.02
20070608	1015	Complaint of Pain	S	FALSE	12.84
20070608	0925	Property Damage	S	FALSE	24.19
20070607	1720	Property Damage	S	FALSE	18.42
20070607	1710	Property Damage	S	FALSE	11.861
20070607	1155	Complaint of Pain	N	TRUE	9.17
20070607	1115	Complaint of Pain	S	FALSE	9.75
20070607	0820	Property Damage	S	FALSE	8.39
20070607	0605	Complaint of Pain	S	FALSE	10.92
20070607	0005	Property Damage	S	FALSE	9.63
20070606	2135	Property Damage	S	FALSE	11.92
20070606	2123	Property Damage	N	FALSE	14.761
20070606	1700	Property Damage	N	FALSE	6.47
20070606	1030	Property Damage	N	FALSE	8.38
20070606	0840	Property Damage	N	FALSE	6.68
20070606	0720	Complaint of Pain	S	FALSE	19.68
20070606	0140	Property Damage	S	FALSE	9.68
20070605	2230	Complaint of Pain	N	FALSE	10.64
20070605	1600	Property Damage	N	FALSE	19.504
20070605	1220	Property Damage	N	FALSE	24.45
20070605	0355	Complaint of Pain	S	FALSE	9.71
20070605	0350	Property Damage	S	FALSE	9.6
20070604	1715	Property Damage	S	TRUE	23.15
20070604	1505	Property Damage	S	TRUE	23.74
20070604	1303	Visible Injury	S	TRUE	21.12
20070604	1050	Property Damage	N	FALSE	19.59
20070604	0905	Property Damage	S	TRUE	23.707
20070604	0725	Property Damage	S	TRUE	13.74
20070603	1745	Property Damage	N	FALSE	21.27
20070603	1610	Property Damage	S	FALSE	19.892
20070603	0400	Complaint of Pain	S	FALSE	6.48
20070603	0045	Property Damage	S	FALSE	8.39
20070602	1355	Complaint of Pain	N	FALSE	23.09
20070602	1115	Property Damage	N	FALSE	8.81
20070601	1720	Complaint of Pain	S	FALSE	23.76
20070601	1620	Complaint of Pain	S	FALSE	23.75
20070601	1545	Property Damage	N	FALSE	6.87
20070601	1315	Property Damage	N	FALSE	23.134
20070601	0800	Visible Injury	N	TRUE	6.41
20070601	0720	Complaint of Pain	N	FALSE	15.9
20070531	2255	Visible Injury	S	FALSE	9.4
20070531	1610	Property Damage	S	TRUE	24.15
20070531	1520	Complaint of Pain	S	FALSE	23.4
20070531	1120	Property Damage	N	FALSE	24.41
20070531	1105	Property Damage	N	FALSE	23.574
20070530	1830	Complaint of Pain	S	FALSE	9.49
20070530	1255	Property Damage	S	FALSE	10.74
20070530	1015	Complaint of Pain	N	TRUE	9.88
20070529	1632	Complaint of Pain	N	FALSE	26.461
20070529	1630	Property Damage	N	FALSE	19.67
20070529	0745	Complaint of Pain	S	FALSE	26.1
20070528	1930	Property Damage	S	FALSE	32.36
20070528	1330	Property Damage	S	FALSE	19.36
20070528	0540	Property Damage	N	FALSE	20.23
20070528	0520	Property Damage	S	FALSE	18.76
20070528	0510	Visible Injury	S	FALSE	18.77
20070528	0050	Property Damage	S	FALSE	22.64
20070527	2330	Property Damage	N	FALSE	15.187
20070527	2320	Complaint of Pain	N	FALSE	15.187
20070527	2150	Property Damage	S	FALSE	10.81
20070527	1415	Property Damage	N	FALSE	8.97
20070527	1103	Complaint of Pain	S	FALSE	19.36
20070527	0610	Visible Injury	N	FALSE	20.73
20070527	0130	Visible Injury	S	FALSE	9.71
20070527	0117	Complaint of Pain	S	FALSE	9.71
20070526	2355	Property Damage	S	FALSE	9.5
20070526	1500	Property Damage	N	FALSE	13.94
20070526	0616	Complaint of Pain	N	FALSE	21.48
20070525	2130	Complaint of Pain	N	FALSE	11.91
20070525	1730	Property Damage	S	FALSE	20.99
20070525	0650	Visible Injury	S	FALSE	14.75
20070525	0210	Visible Injury	S	FALSE	9.51
20070525	0055	Complaint of Pain	S	FALSE	19.7
20070524	1930	Visible Injury	N	FALSE	7.97
20070524	1735	Property Damage	S	FALSE	18.663
20070524	1625	Property Damage	N	TRUE	19.71
20070524	1251	Property Damage	N	FALSE	19.53
20070524	1000	Property Damage	N	TRUE	21.808
20070524	0700	Property Damage	N	FALSE	18.16
20070524	0236	Property Damage	S	FALSE	14.76
20070523	1700	Property Damage	S	FALSE	12.84
20070523	0845	Property Damage	N	FALSE	17.05
20070522	2135	Property Damage	S	FALSE	9.71
20070522	0920	Complaint of Pain	S	FALSE	11.91
20070522	0800	Severe Injury	N	TRUE	13.58
20070522	0002	Property Damage	S	FALSE	20.92
20070521	1740	Property Damage	S	FALSE	18.46
20070521	1550	Complaint of Pain	S	TRUE	22.51
20070521	1412	Complaint of Pain	N	FALSE	23.11
20070521	1400	Property Damage	N	TRUE	22.41
20070521	1230	Property Damage	N	FALSE	19.71
20070520	2350	Complaint of Pain	S	TRUE	18.99
20070520	1240	Complaint of Pain	S	FALSE	25.41
20070520	0705	Property Damage	S	FALSE	22.17
20070520	0630	Property Damage	N	FALSE	26.46
20070520	0514	Property Damage	S	FALSE	21.07
20070520	0315	Property Damage	S	FALSE	6.475
20070520	0050	Property Damage	S	FALSE	15.79
20070520	0025	Fatal	S	FALSE	25.08
20070520	0025	Property Damage	S	FALSE	25.06
20070520	0012	Property Damage	S	FALSE	21.04
20070519	0850	Complaint of Pain	N	TRUE	9.306
20070519	0750	Property Damage	N	FALSE	10.77
20070519	0700	Property Damage	N	TRUE	16.89
20070519	0127	Property Damage	S	FALSE	14.06
20070519	0020	Property Damage	S	FALSE	9.31
20070518	2330	Property Damage	S	FALSE	22.55
20070518	1940	Property Damage	N	FALSE	12.78
20070518	1600	Property Damage	N	FALSE	21.07
20070518	0905	Property Damage	N	FALSE	23.35
20070518	0300	Property Damage	S	FALSE	7.99
20070517	2200	Property Damage	S	FALSE	9.51
20070517	1730	Property Damage	N	TRUE	19.96
20070517	1640	Visible Injury	N	FALSE	14.67
20070517	1530	Property Damage	N	TRUE	22.068
20070517	1523	Property Damage	N	FALSE	22.154
20070517	1350	Complaint of Pain	S	TRUE	12.41
20070516	1550	Property Damage	N	FALSE	16.35
20070516	1000	Property Damage	N	FALSE	21.83
20070515	1800	Property Damage	S	FALSE	24.24
20070515	1728	Visible Injury	S	FALSE	14.75
20070515	1613	Complaint of Pain	N	FALSE	20.99
20070515	1545	Property Damage	N	TRUE	19.65
20070515	1055	Complaint of Pain	N	FALSE	5.96
20070515	0611	Property Damage	S	FALSE	22.53
20070514	2130	Property Damage	N	FALSE	23.39
20070514	1555	Property Damage	N	FALSE	25.33
20070514	1050	Severe Injury	N	FALSE	10.01
20070514	0925	Property Damage	N	TRUE	12.638
20070514	0900	Property Damage	S	FALSE	22.063
20070514	0130	Property Damage	S	FALSE	13.115
20070513	2500	Property Damage	N	FALSE	10.99
20070513	2225	Property Damage	N	FALSE	24.816
20070513	2150	Property Damage	N	FALSE	15.15
20070513	1730	Property Damage	S	FALSE	12.871
20070513	1715	Complaint of Pain	S	FALSE	25.59
20070513	1655	Complaint of Pain	S	FALSE	16.79
20070513	1435	Property Damage	N	FALSE	18.41
20070513	1155	Property Damage	N	FALSE	9.723
20070513	0310	Complaint of Pain	S	FALSE	22.61
20070513	0210	Complaint of Pain	S	FALSE	23.53
20070513	0200	Visible Injury	S	FALSE	23.52
20070512	1905	Complaint of Pain	S	FALSE	14.93
20070512	1850	Property Damage	S	FALSE	12.21
20070512	0915	Property Damage	S	FALSE	7.825
20070512	0718	Property Damage	N	TRUE	17.02
20070512	0635	Property Damage	S	TRUE	6.36
20070511	2048	Severe Injury	N	FALSE	12.78
20070511	1834	Property Damage	N	FALSE	26.16
20070511	1820	Property Damage	N	FALSE	21.91
20070511	1805	Property Damage	N	FALSE	23.15
20070511	1720	Property Damage	S	FALSE	26.44
20070511	1535	Property Damage	N	TRUE	9.306
20070511	1440	Property Damage	N	TRUE	22.14
20070511	0905	Property Damage	S	FALSE	21.93
20070511	0305	Property Damage	N	FALSE	10.687
20070510	2320	Property Damage	N	FALSE	14.93
20070510	1520	Property Damage	N	TRUE	14.93
20070510	1510	Property Damage	S	FALSE	13.07
20070510	1435	Property Damage	N	TRUE	18.35
20070509	2125	Complaint of Pain	N	FALSE	21.99
20070509	1545	Property Damage	N	FALSE	16.97
20070509	0930	Property Damage	N	FALSE	12.49
20070509	0810	Property Damage	N	FALSE	19.75
20070509	0435	Fatal	S	FALSE	9.24
20070508	1720	Complaint of Pain	N	FALSE	13.264
20070508	1343	Visible Injury	S	FALSE	25.028
20070508	1330	Property Damage	S	FALSE	16.21
20070508	1100	Property Damage	N	FALSE	18.17
20070508	0732	Property Damage	S	FALSE	23.66
20070508	0720	Property Damage	S	FALSE	21.16
20070508	0615	Property Damage	S	TRUE	17.45
20070507	1705	Property Damage	S	FALSE	12.02
20070507	1207	Property Damage	N	FALSE	16.54
20070507	1010	Property Damage	N	TRUE	16.71
20070507	0755	Property Damage	S	TRUE	9.17
20070507	0001	Property Damage	S	FALSE	9.57
20070506	2215	Property Damage	S	FALSE	19.567
20070506	1245	Property Damage	N	TRUE	23.134
